"","date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence"
"1072","11-MAR-1943","Douglas C-47 (DC-3)","42-32871","USAAF",NA,"Mechanicsbur...",NA,NA,"A1",1
"1073","11-MAR-1943","Consolidated PBY-5 Catalina","04497","US Navy",NA,"Whidbey Isla...",NA,NA,"A1",1
"1074","11-MAR-1943","Douglas C-47 (DC-3)","41-38662","USAAF","8","Skindewai",NA,NA,"A1",1
"1075","12-MAR-1943","Douglas C-47 (DC-3)","41-7736","USAAF",NA,"Fort Hertz",NA,NA,"A1",1
"1076","12-MAR-1943","Lockheed C-60A Lodestar","42-32216","USAAF","3","Lubbock-Sout...",NA,NA,"A1",1
"1077","12-MAR-1943","Consolidated C-87 Liberator Express","41-23694","USAAF","0","Kunming-Wuji...",NA,NA,"A1",1
"1078","12-MAR-1943","Douglas C-47 (DC-3)","41-18642","USAAF",NA,"Dobodura Air...",NA,NA,"U1",1
"1079","13-MAR-1943","Douglas C-53 (DC-3)","49","CNAC","3","Patkai Range",NA,NA,"A1",1
"1080","13-MAR-1943","Douglas C-47 (DC-3)","41-7738","USAAF",NA,"El Fasher Ai...",NA,NA,"A1",1
"1081","13-MAR-1943","Douglas C-47 (DC-3)","41-18340","USAAF",NA,"Montesquieu",NA,NA,"A1",1
"1082","16-MAR-1943","Consolidated PBY-5 Catalina","08181","US Navy",NA,"Jacksonville...",NA,NA,"A1",1
"1083","17-MAR-1943","de Havilland DH.86 Express","HK829","RAF",NA,"Noffution North",NA,NA,"A1",1
"1084","19-MAR-1943","Douglas DC-3-232A","VH-ACB","ANA","0","Melbourne-Es...",NA,NA,"A1",1
"1085","21-MAR-1943","Short Sunderland I","T9111","RAF, op.for RAAF",NA,"Poole Seapla...",NA,NA,"A1",1
"1086","23-MAR-1943","Douglas C-48B (DC-3)","42-56610","USAAF",NA,"Austin-del V...",NA,NA,"A1",1
"1087","23-MAR-1943","Consolidated PBY-5 Catalina","08409","US Navy",NA,"Attu Island-...",NA,NA,"A1",1
"1088","23-MAR-1943","Consolidated PBY-5A Catalina","G-AGDA","BOAC","3","Poole Harbou...",NA,NA,"A1",1
"1089","24-MAR-1943","Curtiss R5C-1 (C-46A)","39492","US Navy","4","Washington-B...",NA,NA,"A1",1
"1090","24-MAR-1943","Consolidated PBY-5 Catalina","08136","US Navy","0","Gavutu Island",NA,NA,"A1",1
"1091","25-MAR-1943","Douglas Dakota II (DC-3)","MA928","RAF","0","Agartala Air...",NA,NA,"A1",1
"1092","26-MAR-1943","Consolidated PBY-5A Catalina","Y-81","Dutch Navy",NA,"Somaliland",NA,NA,"A1",1
"1093","27-MAR-1943","Douglas C-47 (DC-3)","A65-2","RAAF","23","Brisbane-Arc...",NA,NA,"A1",1
"1094","27-MAR-1943","Douglas C-47 (DC-3)","42-5695","USAAF",NA,"Oliver Sprin...",NA,NA,"A1",1
"1095","27-MAR-1943","Lisunov PS-84","CCCP-L3440","Aeroflot","2","Moskva-Khody...",NA,NA,"A1",1
"1096","28-MAR-1943","Consolidated PBY-5 Catalina","04461","US Navy","7","",NA,NA,"A1",1
"1097","29-MAR-1943","Consolidated PBY-5 Catalina","2354","US Navy","10","Johnston Isl...",NA,NA,"A1",1
"1098","30-MAR-1943","Consolidated PBY-5 Catalina","08251","US Navy","8","Albemarle So...",NA,NA,"A1",1
"1099","31-MAR-1943","de Havilland DH.86 Express","AX844","Royal Navy","7","Donibristle",NA,NA,"A1",1
"1100","01-APR-1943","Douglas C-47A (DC-3)","42-23365","USAAF",NA,"Victorville ...",NA,NA,"A1",1
"1101","01-APR-1943","Lockheed C-60A Lodestar","42-55964","USAAF",NA,"Stuttgart AA...",NA,NA,"A1",1
"1102","01-APR-1943","Lockheed R5O-5 (Lodestar)","12462","US Navy","7","Flemington, NJ",NA,NA,"A1",1
"1103","02-APR-1943","Consolidated PBY-5 Catalina","2385","US Navy",NA,"NAS Trinidad",NA,NA,"A1",1
"1104","03-APR-1943","Consolidated PBY-5A Catalina","05038","US Navy",NA,"Copalis Beac...",NA,NA,"A1",1
"1105","04-APR-1943","Lockheed 18 Lodestar","G-AGEJ","BOAC","7","Skagen, Denm...",NA,NA,"C1",1
"1106","06-APR-1943","Douglas C-47 (DC-3)","41-18337","USAAF",NA,"Whitchurch",NA,NA,"A1",1
"1107","07-APR-1943","Douglas C-53-DO (DC-3)","58","CNAC","1","Minzong",NA,NA,"A1",1
"1108","07-APR-1943","Consolidated Catalina","FP138","RAF","3","Vougo, Normandy",NA,NA,"C1",1
"1109","08-APR-1943","Consolidated PBY-5A Catalina","A24-41","RAAF","10","Gulf of Carp...",NA,NA,"A1",1
"1110","09-APR-1943","Consolidated C-87 Liberator Express","41-23791","USAAF","6","Tezu",NA,NA,"A1",1
"1111","10-APR-1943","Savoia-Marchetti SM-75 bis","I-BONI","LATI","3","",NA,NA,"C1",1
"1112","10-APR-1943","Consolidated PBY-5 Catalina","A24-16","RAAF","0","Rathmines, NSW",NA,NA,"A1",1
"1113","12-APR-1943","Douglas C-53-DO (DC-3)","41-20056","USAAF",NA,"Hkashang Ga",NA,NA,"A1",1
"1114","13-APR-1943","Lockheed 18 Lodestar","247","South African AF",NA,"Khartoum-Wad...",NA,NA,"A1",1
"1115","13-APR-1943","Consolidated PBY-5A Catalina","A24-36","RAAF","6","Cairns Harbo...",NA,NA,"A1",1
"1116","13-APR-1943","Savoia-Marchetti SM-75","I-MAST","LATI",NA,"Mediterranea...",NA,NA,"C1",1
"1117","16-APR-1943","Douglas C-47 (DC-3)","41-18383","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1
"1118","16-APR-1943","Douglas C-47 (DC-3)","41-18608","USAAF",NA,"Burtonwood",NA,NA,"A1",1
"1119","16-APR-1943","Douglas C-47A (DC-3)","42-23367","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1
"1120","17-APR-1943","Douglas C-47 (DC-3)","41-19471","USAAF","0","Kunming-Wuji...",NA,NA,"A1",1
"1121","19-APR-1943","Douglas C-47 (DC-3)","41-18545","USAAF",NA,"between Kunm...",NA,NA,"A1",1
"1122","19-APR-1943","Savoia-Marchetti SM-75 bis","I-MONC","LATI",NA,"Mediterranea...",NA,NA,"C1",1
"1123","21-APR-1943","Lockheed C-60A-1-LO Lodestar","42-55864","USAAF","10","Evansville-D...",NA,NA,"A1",1
"1124","22-APR-1943","Short S.23 Empire Flying Boat Mk I","VH-ADU","Qantas","2","Port Moresby",NA,NA,"A1",1
"1125","23-APR-1943","Douglas C-47 (DC-3)","41-38574","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1
"1126","23-APR-1943","Douglas C-47 (DC-3)","41-38578","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1
"1127","23-APR-1943","Douglas DC-3","","Mexicana","0","Havana-Ranch...",NA,NA,"A2",1
"1128","24-APR-1943","Consolidated C-87 Liberator Express","41-23696","USAAF","5","Latti, Aruna...",NA,NA,"A1",1
"1129","24-APR-1943","Douglas C-49-DO (DC-3)","41-7694","USAAF",NA,"between Tows...",NA,NA,"A1",1
"1130","26-APR-1943","Lockheed C-60A-1-LO Lodestar","42-55852","USAAF",NA,"Kansas City, MO",NA,NA,"A1",1
"1131","26-APR-1943","Consolidated PBY-5A Catalina","A24-43","RAAF","3","Aita",NA,NA,"C1",1
"1132","27-APR-1943","Douglas R4D-1 (DC-3)","05055","US Navy","1","Tontouta Bay",NA,NA,"A1",1
"1133","27-APR-1943","Douglas R4D-1 (DC-3)","37666","US Navy",NA,"Guadalcanal",NA,NA,"A1",1
"1134","27-APR-1943","Douglas R4D-1 (DC-3)","4693","US Navy","8","Oakland, CA",NA,NA,"A1",1
"1135","29-APR-1943","Lisunov Li-2","","Soviet AF","6","Dmitrovskoye...",NA,NA,"A1",1
"1136","30-APR-1943","Consolidated PBY-5 Catalina","08229","US Navy",NA,"",NA,NA,"A1",1
"1137","01-MAY-1943","Douglas C-49D (DC-3)","41-7717","USAAF",NA,"Waller Field",NA,NA,"A1",1
"1138","01-MAY-1943","Consolidated PBY-5 Catalina","04470","US Navy","1","Mukilteo, WA",NA,NA,"A1",1
"1139","03-MAY-1943","Douglas C-47 (DC-3)","41-38760","USAAF",NA,"Jorhat",NA,NA,"A1",1
"1140","03-MAY-1943","Douglas C-53 Skytrooper (DC-3)","42-15534","USAAF",NA,"Mobile-Brook...",NA,NA,"A1",1
"1141","05-MAY-1943","Consolidated PBY-3 Catalina","0891","US Navy","3","NAS Corpus C...",NA,NA,"A1",1
"1142","05-MAY-1943","PBV-1A Canso A (PBY-5A)","9807","RCAF","6","Gander-RCAF ...",NA,NA,"A1",1
"1143","05-MAY-1943","Douglas C-47 (DC-3)","41-38641","USAAF",NA,"Amchitka, AK",NA,NA,"A1",1
"1144","07-MAY-1943","Curtiss C-46","41-5180","USAAF",NA,"Great Inagua...",NA,NA,"A1",1
"1145","07-MAY-1943","Consolidated PBY-5 Catalina","08290","US Navy",NA,"Jacksonville...",NA,NA,"A1",1
"1146","07-MAY-1943","Savoia-Marchetti SM-75 bis","I-BELO","LATI","0","Tunis-Cartha...",NA,NA,"C1",1
"1147","07-MAY-1943","Consolidated C-87 Liberator Express","41-23669","USAAF","4","between Yang...",NA,NA,"A1",1
"1148","08-MAY-1943","Douglas C-47A (DC-3)","42-92024","USAAF",NA,"Oklahoma Cit...",NA,NA,"A1",1
"1149","08-MAY-1943","Douglas C-33 (DC-2)","36-85","USAAF","0","Ogden-Hill A...",NA,NA,"A1",1
"1150","08-MAY-1943","Consolidated PBY-5 Catalina","2323","US Navy",NA,"St. Johns Ri...",NA,NA,"A1",1
"1151","10-MAY-1943","Consolidated PBY-5 Catalina","08326","US Navy",NA,"",NA,NA,"A1",1
"1152","10-MAY-1943","Consolidated PBY-5 Catalina","08226","US Navy",NA,"",NA,NA,"A1",1
"1153","11-MAY-1943","Lisunov PS-84","CCCP-L3931","Aeroflot","1","Molotov Airp...",NA,NA,"A1",1
"1154","12-MAY-1943","Consolidated PBY-5 Catalina","04445","US Navy","1","Makapuu Poin...",NA,NA,"A1",1
"1155","12-MAY-1943","Douglas C-47 (DC-3)","41-18651","USAAF",NA,"Dobodura",NA,NA,"A1",1
"1156","12-MAY-1943","Douglas C-47 (DC-3)","41-18661","USAAF","5","Myola Lake, ...",NA,NA,"A1",1
"1157","15-MAY-1943","Douglas C-47 (DC-3)","41-18562","USAAF","18","Morganton, NC",NA,NA,"A1",1
"1158","15-MAY-1943","Consolidated PBY-5A Catalina","04403","US Navy","12","Guadalcanal",NA,NA,"A1",1
"1159","15-MAY-1943","Douglas C-47 (DC-3)","41-18361","USAAF",NA,"Algiers-Mais...",NA,NA,"O1",1
"1160","15-MAY-1943","Douglas C-47 (DC-3)","42-32861","USAAF",NA,"unknown",NA,NA,"A1",1
"1161","17-MAY-1943","Douglas C-53-DO (DC-3)","42-6497","USAAF",NA,"unknown",NA,NA,"A1",1
"1162","17-MAY-1943","Curtiss C-46A","41-12300","USAAF",NA,"",NA,NA,"O1",1
"1163","18-MAY-1943","Consolidated PBY-5A Catalina","7271","US Navy","10","Adak, AK",NA,NA,"A1",1
"1164","18-MAY-1943","Consolidated PBY-5A Catalina","7289","US Navy",NA,"Sitka NAS, AK",NA,NA,"A1",1
"1165","18-MAY-1943","Douglas C-53-DO (DC-3)","42-6482","USAAF",NA,"Bone",NA,NA,"A1",1
"1166","20-MAY-1943","Curtiss C-46A","41-12317","USAAF",NA,"",NA,NA,"U1",1
"1167","20-MAY-1943","Douglas C-47A (DC-3)","42-23409","USAAF",NA,"Paramaribo-Z...",NA,NA,"A1",1
"1168","20-MAY-1943","Douglas C-49H (DC-3)","39-2168","Pennsylvania-Central Airlines, op.for USAAF",NA,"Macon, GA",NA,NA,"A1",1
"1169","20-MAY-1943","Lisunov PS-84","CCCP-L3909","Aeroflot","6","Sochi",NA,NA,"A1",1
"1170","21-MAY-1943","Douglas C-47 (DC-3)","41-38645","USAAF",NA,"Atka, AK",NA,NA,"A1",1
"1171","24-MAY-1943","Consolidated Catalina","FB110","RAF",NA,"Innismackill...",NA,NA,"A1",1
"1172","24-MAY-1943","Consolidated PBY-5A Catalina","A24-39","RAAF",NA,"Port Stephen...",NA,NA,"A1",1
"1173","24-MAY-1943","Consolidated PBY-5A Catalina","04411","US Navy","8","Luluk Bay, AK",NA,NA,"A1",1
"1174","25-MAY-1943","Short Sunderland III","DD846","RAF","11","Clare Island...",NA,NA,"A1",1
"1175","26-MAY-1943","Douglas C-53 Skytrooper (DC-3)","41-20076","USAAF",NA,"Karachi",NA,NA,"A1",1
"1176","26-MAY-1943","Douglas C-47 (DC-3)","41-38710","USAAF",NA,"Algiers-Mais...",NA,NA,"A1",1
"1177","27-MAY-1943","Douglas C-53 Skytrooper (DC-3)","42-47374","USAAF",NA,"Hal Assini",NA,NA,"A1",1
"1178","27-MAY-1943","Douglas DC-3-196","URSS-B","Aeroflot / Moscow","1","Saratov-Zavo...",NA,NA,"A1",1
"1179","28-MAY-1943","Curtiss C-46A","41-12355","USAAF","2","Denver, CO",NA,NA,"A1",1
"1180","29-MAY-1943","Douglas C-47 (DC-3)","","Soviet AF",NA,"Uelkal, Chuk...",NA,NA,"A1",1
"1181","29-MAY-1943","Lockheed 14-H2 Super Electra","YV-ADO","LAV",NA,"Caracas-Maiq...",NA,NA,"A1",1
"1182","30-MAY-1943","Curtiss C-46A","41-12323","USAAF",NA,"Kunming Airp...",NA,NA,"A1",1
"1183","30-MAY-1943","Consolidated PBY-5 Catalina","08175","US Navy",NA,"Wickford Har...",NA,NA,"A1",1
"1184","01-JUN-1943","Douglas DC-3-194","G-AGBB","BOAC","17","La Coruña, S...",NA,NA,"C1",1
"1185","01-JUN-1943","Douglas C-47 (DC-3)","41-18450","USAAF",NA,"Thiersville ...",NA,NA,"A1",1
"1186","02-JUN-1943","Short Sunderland GR.3","EJ134","RAAF","1","Praa Sands, ...",NA,NA,"A1",1
"1187","03-JUN-1943","Douglas C-47 (DC-3)","41-19488","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1
"1188","03-JUN-1943","Douglas C-47 (DC-3)","41-38726","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1
"1189","03-JUN-1943","Lisunov PS-84","CCCP-L3932","Soviet AF","5","Zezevitovo",NA,NA,"A1",1
"1190","03-JUN-1943","Consolidated PBY-5A Catalina","04405","US Navy",NA,"",NA,NA,"A1",1
"1191","03-JUN-1943","Consolidated C-87 Liberator Express","41-11837","USAAF",NA,"Chabua Airfield",NA,NA,"A1",1
"1192","03-JUN-1943","Lisunov Li-2","CCCP-L4024","Aeroflot","7","Bryansk",NA,NA,"A1",1
"1193","04-JUN-1943","Lisunov Li-2","CCCP-L344","Soviet AF","3","Molotov (PEE)",NA,NA,"A1",1
"1194","05-JUN-1943","Lockheed C-60-LO Lodestar","42-108790","USAAF",NA,"Dayton-Wrigh...",NA,NA,"A1",1
"1195","05-JUN-1943","Consolidated PBY-5 Catalina","NZ4006","New Zealand AF","15","Fiji",NA,NA,"A1",1
"1196","05-JUN-1943","Consolidated PBY-5A Catalina","08078","US Navy","0","South Pacific",NA,NA,"A1",1
"1197","05-JUN-1943","Short Sunderland II","W6052","RAF","11","St. Kilda, S...",NA,NA,"A1",1
"1198","06-JUN-1943","Douglas C-47 (DC-3)","41-18634","USAAF",NA,"Fayetteville...",NA,NA,"A1",1
"1199","06-JUN-1943","Douglas DC-3-196A","URSS-N","Hamiata",NA,"between Tihw...",NA,NA,"A1",1
"1200","07-JUN-1943","Douglas C-47A (DC-3)","42-23512","USAAF",NA,"Laurinburg-M...",NA,NA,"A1",1
"1201","07-JUN-1943","Consolidated Catalina","FP275","RAF","7","St. Lucia Bay",NA,NA,"A1",1
"1202","08-JUN-1943","Douglas C-47 (DC-3)","41-18482","USAAF",NA,"Manitou, KY",NA,NA,"A1",1
"1203","08-JUN-1943","Douglas R4D-5 (DC-3)","12406","US Navy","24","Noumea-Tonto...",NA,NA,"A1",1
"1204","09-JUN-1943","Douglas C-47 (DC-3)","41-38689","USAAF",NA,"Bowling Gree...",NA,NA,"A1",1
"1205","09-JUN-1943","Douglas C-47A (DC-3)","","Soviet AF","6","Magadan Airp...",NA,NA,"A1",1
"1206","09-JUN-1943","Consolidated Catalina","FP214","RAF","8","Algeciras",NA,NA,"A1",1
"1207","09-JUN-1943","Douglas DC-3-196A","URSS-N","Hamiata","32","Yanchi",NA,NA,"A1",1
"1208","11-JUN-1943","Douglas C-47 (DC-3)","41-18540","USAAF",NA,"Jorhat",NA,NA,"A1",1
"1209","11-JUN-1943","Consolidated PBY-5A Catalina","7273","US Navy","8","North Atlant...",NA,NA,"A1",1
"1210","12-JUN-1943","Douglas C-47 (DC-3)","41-7737","USAAF",NA,"Delhi",NA,NA,"A1",1
"1211","13-JUN-1943","Consolidated Catalina","FP232","RAF","10","Bay of Biscay",NA,NA,"A1",1
"1212","13-JUN-1943","Douglas C-47 (DC-3)","41-18565","USAAF",NA,"unknown",NA,NA,"A1",1
"1213","14-JUN-1943","Lisunov Li-2","CCCP-L4035","Soviet AF","0","Maksatikh, T...",NA,NA,"A1",1
"1214","16-JUN-1943","Consolidated PBY-5A Catalina","7290","US Navy","2","Dutch Harbor...",NA,NA,"A1",1
"1215","16-JUN-1943","Douglas C-48 (DC-3)","42-38325","USAAF","3","Whitehorse, YT",NA,NA,"A1",1
"1216","16-JUN-1943","Lockheed 414 Hudson VI","FK459","RAF, op.for BOAC","17","Khartoum-Civ...",NA,NA,"A1",1
"1217","17-JUN-1943","Douglas C-47A (DC-3)","42-23640","USAAF",NA,"Monrovia-Rob...",NA,NA,"A1",1
"1218","18-JUN-1943","Douglas C-47A (DC-3)","42-23784","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1
"1219","20-JUN-1943","Douglas C-47 (DC-3)","41-18483","USAAF",NA,"Sookerating",NA,NA,"A1",1
"1220","20-JUN-1943","Douglas C-49K (DC-3)","43-2009","Pan Am, op.for USAAF","2","Biscayne Bay...",NA,NA,"A1",1
"1221","21-JUN-1943","Lockheed C-60A Lodestar","42-55957","USAAF",NA,"Lubbock-Sout...",NA,NA,"A1",1
"1222","22-JUN-1943","Consolidated PBY-5 Catalina","08318","US Navy",NA,"Atlantic Ocean",NA,NA,"A1",1
"1223","22-JUN-1943","Consolidated PBY-5 Catalina","08312","US Navy",NA,"",NA,NA,"A1",1
"1224","22-JUN-1943","Douglas C-47 (DC-3)","41-7843","USAAF",NA,"unknown",NA,NA,"U1",1
"1225","23-JUN-1943","Curtiss C-46A","41-12329","USAAF","1","Yunnanyi",NA,NA,"A1",1
"1226","23-JUN-1943","Douglas DC-2-115G","VHCHE","USAAF",NA,"Charters Tow...",NA,NA,"A1",1
"1227","24-JUN-1943","Douglas C-53 Skytrooper (DC-3)","41-20127","USAAF",NA,"Boxted",NA,NA,"A1",1
"1228","25-JUN-1943","Consolidated PBY-5 Catalina","08422","US Navy","13","Jacksonville...",NA,NA,"A1",1
"1229","25-JUN-1943","Consolidated Catalina IB","FP265","RAF","8","St Lucia Bay",NA,NA,"A1",1
"1230","26-JUN-1943","Lockheed C-60A Lodestar","42-55971","USAAF",NA,"Lubbock-Sout...",NA,NA,"A2",1
"1231","27-JUN-1943","Douglas C-47 (DC-3)","41-18466","USAAF",NA,"Springfield, IL",NA,NA,"A1",1
"1232","28-JUN-1943","Consolidated PBY-5 Catalina","2405","US Navy",NA,"NAS Trinidad",NA,NA,"A1",1
"1233","29-JUN-1943","Curtiss C-46A","41-12390","USAAF",NA,"Hathungo",NA,NA,"A1",1
"1234","29-JUN-1943","Douglas R4D-1 (DC-3)","01984","US Navy",NA,"San Cristóba...",NA,NA,"A1",1
"1235","29-JUN-1943","Lockheed C-60A-1-LO Lodestar","42-32198","USAAF",NA,"Wichita-Muni...",NA,NA,"A1",1
"1236","30-JUN-1943","Curtiss C-46A","41-12401","USAAF",NA,"Georgetown-W...",NA,NA,"A1",1
"1237","30-JUN-1943","Short Sunderland III","DD857","RAF","2","Lough Erne",NA,NA,"A1",1
"1238","30-JUN-1943","Lockheed 414 Hudson VI","FK618","RAF, op.for BOAC","16","Khartoum",NA,NA,"A1",1
"1239","01-JUL-1943","Curtiss C-46A","41-12298","USAAF",NA,"",NA,NA,"A1",1
"1240","01-JUL-1943","Consolidated PBY-5 Catalina","04447","US Navy","1","Pensacola NA...",NA,NA,"A1",1
"1241","02-JUL-1943","Curtiss C-46A","41-5168","USAAF",NA,"Indochina",NA,NA,"A1",1
"1242","02-JUL-1943","Douglas R4D-1 (DC-3)","01990","US Navy","10","Dutch Harbor...",NA,NA,"A1",1
"1243","02-JUL-1943","Douglas C-53D-DO (DC-3)","42-68708","USAAF",NA,"unknown",NA,NA,"A1",1
"1244","03-JUL-1943","Curtiss C-46A","41-12310","USAAF",NA,"",NA,NA,"A1",1
"1245","03-JUL-1943","Consolidated PBY-5 Catalina","08294","US Navy","4","Exmouth Gulf",NA,NA,"A1",1
"1246","03-JUL-1943","Consolidated PBY-5 Catalina","08324","US Navy","5","Mobile Bay, FL",NA,NA,"A1",1
"1247","03-JUL-1943","Fokker F.XXII","HM159","RAF","20","Loch Tarbert...",NA,NA,"A1",1
"1248","04-JUL-1943","Douglas C-47A (DC-3)","42-23777","USAAF",NA,"Sedalia Army...",NA,NA,"A1",1
"1249","05-JUL-1943","Douglas C-47 (DC-3)","41-38755","USAAF",NA,"Waccamaw Lak...",NA,NA,"A1",1
"1250","06-JUL-1943","Douglas C-53 Skytrooper (DC-3)","42-6493","USAAF",NA,"Marrakech-Me...",NA,NA,"A1",1
"1251","07-JUL-1943","Douglas C-47 (DC-3)","41-18605","USAAF",NA,"Damaturu",NA,NA,"A1",1
"1252","07-JUL-1943","Douglas C-47 (DC-3)","41-38663","USAAF",NA,"unknown",NA,NA,"A1",1
"1253","08-JUL-1943","Douglas Dakota III (DC-3)","FD888","RAF",NA,"Gibraltar",NA,NA,"A1",1
"1254","09-JUL-1943","Douglas C-54 (DC-4)","41-37271","USAAF","3","Dayton-Wrigh...",NA,NA,"A1",1
"1255","09-JUL-1943","Douglas C-47 (DC-3)","41-38711","USAAF",NA,"Grenada AAB, MS",NA,NA,"A1",1
"1256","09-JUL-1943","Douglas Dakota III (DC-3)","FD876","RAF",NA,"unknown",NA,NA,"A1",1
"1257","09-JUL-1943","Douglas C-47A (DC-3)","42-23366","USAAF","5","Gela, Sicily",NA,NA,"A1",1
"1258","09-JUL-1943","Douglas C-47 (DC-3)","41-18698","USAAF",NA,"Sicily",NA,NA,"A1",1
"1259","09-JUL-1943","Douglas C-47 (DC-3)","42-32915","USAAF",NA,"Gela, Sicily",NA,NA,"A1",1
"1260","09-JUL-1943","Lockheed C-60A-1-LO Lodestar","42-55889","USAAF","0","Monroe-Selma...",NA,NA,"A1",1
"1261","09-JUL-1943","Douglas Dakota I (DC-3)","FD774","RAF","1","Chebba, Tunisia",NA,NA,"A1",1
"1262","09-JUL-1943","Douglas C-53D-DO (DC-3)","42-68761","USAAF","4","Gela, Sicily",NA,NA,"A1",1
"1263","09-JUL-1943","Douglas C-53D-DO (DC-3)","42-68740","USAAF",NA,"Gela, Sicily",NA,NA,"A1",1
"1264","09-JUL-1943","Douglas C-53-DO (DC-3)","42-15884","USAAF",NA,"Sicily",NA,NA,"A1",1
"1265","10-JUL-1943","Douglas C-47A (DC-3)","42-23786","USAAF","4","Hemingford, NE",NA,NA,"A1",1
"1266","10-JUL-1943","Douglas C-47A (DC-3)","42-23596","USAAF","5","Trinidad-Wal...",NA,NA,"A1",1
"1267","10-JUL-1943","Douglas C-47A (DC-3)","42-23801","USAAF","6","Sedalia Army...",NA,NA,"A1",1
"1268","10-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68785","USAAF","4","Hemingford, NE",NA,NA,"A1",1
"1269","10-JUL-1943","Douglas C-47A (DC-3)","42-23492","USAAF","4","Scoglitti, S...",NA,NA,"C1",1
"1270","10-JUL-1943","Douglas C-47A (DC-3)","42-23646","USAAF","5","Gela, Sicily",NA,NA,"A1",1
"1271","11-JUL-1943","Douglas C-47 (DC-3)","41-18377","USAAF",NA,"Dunnellon AA...",NA,NA,"A1",1
"1272","11-JUL-1943","Douglas C-47 (DC-3)","42-5687","USAAF",NA,"Sicily",NA,NA,"C1",1
"1273","11-JUL-1943","Douglas Dakota I (DC-3)","FD815","RAF","6","Tunis-El Aou...",NA,NA,"A1",1
"1274","11-JUL-1943","Douglas C-47 (DC-3)","41-18606","USAAF","11","Pantano D'Ar...",NA,NA,"C1",1
"1275","11-JUL-1943","Douglas C-47 (DC-3)","41-18593","USAAF",NA,"Sicily",NA,NA,"A1",1
"1276","11-JUL-1943","Douglas C-47 (DC-3)","41-38624","USAAF","4","Scoglitti, S...",NA,NA,"C1",1
"1277","11-JUL-1943","Douglas C-47 (DC-3)","41-38620","USAAF",NA,"Sanpiero-Lic...",NA,NA,"C1",1
"1278","11-JUL-1943","Douglas C-47 (DC-3)","41-18525","USAAF",NA,"Sicily",NA,NA,"C1",1
"1279","11-JUL-1943","Douglas C-47A (DC-3)","42-23506","USAAF","6","Sicily",NA,NA,"C1",1
"1280","11-JUL-1943","Douglas C-47A (DC-3)","42-23513","USAAF",NA,"Sicily",NA,NA,"C1",1
"1281","11-JUL-1943","Douglas C-47A (DC-3)","42-23644","USAAF","5","Sicily",NA,NA,"C1",1
"1282","11-JUL-1943","Douglas C-47 (DC-3)","41-18522","USAAF","5","Sicily",NA,NA,"C1",1
"1283","11-JUL-1943","Douglas C-47 (DC-3)","42-5691","USAAF","5","Scoglitti, S...",NA,NA,"C1",1
"1284","11-JUL-1943","Douglas C-47 (DC-3)","41-18519","USAAF",NA,"Sicily",NA,NA,"C1",1
"1285","11-JUL-1943","Douglas C-47 (DC-3)","41-18511","USAAF","3","Sicily",NA,NA,"C1",1
"1286","11-JUL-1943","Douglas C-47 (DC-3)","42-5689","USAAF","4","Gela, Sicily",NA,NA,"C1",1
"1287","11-JUL-1943","Douglas C-47 (DC-3)","42-5686","USAAF",NA,"Sicily",NA,NA,"A1",1
"1288","11-JUL-1943","Douglas C-47 (DC-3)","42-5676","USAAF",NA,"Scoglitti, S...",NA,NA,"C1",1
"1289","11-JUL-1943","Douglas C-47A (DC-3)","42-23404","USAAF","5","Sicily",NA,NA,"C1",1
"1290","11-JUL-1943","Douglas C-47A (DC-3)","42-32925","USAAF",NA,"Sicily",NA,NA,"C1",1
"1291","11-JUL-1943","Douglas C-47 (DC-3)","42-32922","USAAF","0","Sicily",NA,NA,"A1",1
"1292","11-JUL-1943","Douglas C-47 (DC-3)","42-32918","USAAF",NA,"Sicily",NA,NA,"C1",1
"1293","12-JUL-1943","Douglas C-47A (DC-3)","42-23340","USAAF",NA,"Sicily",NA,NA,"A1",1
"1294","12-JUL-1943","Consolidated PBY-5 Catalina","08246","US Navy","7","Tulagi Harbor",NA,NA,"A1",1
"1295","13-JUL-1943","Douglas C-47 (DC-3)","41-18518","USAAF","4","between Moha...",NA,NA,"A1",1
"1296","13-JUL-1943","Douglas C-53D Skytrooper (DC-3)","42-68714","USAAF",NA,"Catania, Sicily",NA,NA,"C1",1
"1297","13-JUL-1943","Douglas C-47A (DC-3)","42-23410","USAAF",NA,"Sicily",NA,NA,"C1",1
"1298","13-JUL-1943","Douglas C-47A (DC-3)","42-23522","USAAF","0","Catania, Sicily",NA,NA,"A1",1
"1299","13-JUL-1943","Douglas C-47A (DC-3)","42-23481","USAAF",NA,"Sicily",NA,NA,"C1",1
"1300","13-JUL-1943","Douglas C-47 (DC-3)","41-18418","USAAF","4","Catania, Sicily",NA,NA,"C1",1
"1301","13-JUL-1943","Douglas C-47 (DC-3)","41-38591","USAAF",NA,"Sicily",NA,NA,"C1",1
